make_model,price,body_type,warranty,mileage,gearbox,fuel_type,colour,seats,engine_size,gears,co2_emissions,drivetrain,non_smoker,emission_sticker,upholstery,power_kW,fuel_consumption_comb,age,safety_security_package,comfort_convenience_package,ent_media_package
Volvo C70,4150.0, Convertible,No,121900.0,Automatic,Benzine,Blue,4.0,2319.0,5.0,260.0,Front,No,Green,Full leather,177.0,9.716120218579237,21.0,Basic,Advanced,Advanced
Volvo C70,11900.0, Convertible,No,83699.0,Automatic,Benzine,Blue,4.0,2319.0,5.0,246.0,Front,No,Green,Cloth,176.0,10.3,21.0,Enhanced,Advanced,Basic
Volvo C70,9950.0, Convertible,No,117800.0,Automatic,Benzine,Black,4.0,1984.0,5.0,253.0,Front,No,No sticker,Full leather,120.0,10.6,21.0,Enhanced,Advanced,Advanced
Volvo C70,4999.0, Convertible,No,198788.0,Manual,Benzine,Blue,4.0,1984.0,5.0,230.0,Front,No,No sticker,Full leather,120.0,9.7,21.0,Enhanced,Advanced,Basic
Volvo C70,8950.0, Convertible,No,152918.0,Automatic,Benzine,Black,4.0,2435.0,5.0,263.0,Front,No,Green,Full leather,143.0,8.1,21.0,Enhanced,Advanced,Basic
Volvo C70,8500.0, Convertible,No,180400.0,Manual,Benzine,Blue,4.0,1984.0,5.0,230.0,Front,Yes,Green,Part leather,119.0,9.5,21.0,Enhanced,Advanced,Basic
Volvo C70,2744.0, Convertible,No,275160.0,Automatic,Benzine,Grey,4.0,1984.0,5.0,253.0,Front,No,Green,Cloth,121.0,10.6,21.0,Enhanced,Enhanced,Basic
Volvo C70,5900.0, Convertible,No,143000.0,Manual,Benzine,Black,4.0,1984.0,5.0,230.0,Front,Yes,Green,Part leather,120.0,9.7,21.0,Basic,Advanced,Advanced
Volvo C70,6900.0, Convertible,No,139700.0,Automatic,Benzine,Grey,4.0,2435.0,5.0,263.0,Front,Yes,Green,Full leather,142.0,8.1,21.0,Enhanced,Advanced,Advanced
Volvo C70,3250.0, Convertible,No,207967.0,Automatic,Benzine,Blue,4.0,2435.0,5.0,263.0,Front,No,Green,Full leather,142.0,8.1,21.0,Basic,Enhanced,Advanced
Volvo C70,5950.0, Convertible,No,257000.0,Manual,Benzine,Blue,4.0,2435.0,5.0,242.0,Front,Yes,Green,Full leather,142.0,10.1,21.0,Enhanced,Advanced,Advanced
Volvo C70,6990.0, Convertible,Yes,259990.0,Manual,Benzine,Black,4.0,2435.0,5.0,226.0,Front,Yes,Green,Part leather,142.0,9.5,21.0,Enhanced,Advanced,Advanced
Volvo C70,2950.0, Convertible,No,258455.0,Automatic,Benzine,Silver,4.0,1984.0,5.0,253.0,Front,Yes,No sticker,Full leather,121.0,10.6,21.0,Enhanced,Advanced,Advanced
Volvo C70,4950.0, Convertible,No,243282.0,Manual,Benzine,Grey,4.0,1984.0,5.0,230.0,Front,No,Green,Part leather,120.0,9.7,21.0,Enhanced,Advanced,Basic
Volvo C70,11950.0, Convertible,Yes,48233.0,Manual,Benzine,Grey,4.0,1984.0,5.0,160.0,Front,No,Green,Full leather,120.0,9.8,21.0,Enhanced,Advanced,Advanced
Volvo C70,8950.0, Convertible,No,101683.0,Automatic,Benzine,Blue,4.0,2435.0,5.0,263.0,Front,No,Green,Full leather,142.0,8.1,21.0,Enhanced,Advanced,Basic
Volvo C70,5950.0, Convertible,No,167363.0,Manual,Benzine,Grey,4.0,1984.0,5.0,230.0,Front,No,Green,Part leather,120.0,9.7,21.0,Enhanced,Advanced,Basic
Volvo C70,6745.0, Convertible,No,131365.0,Automatic,Benzine,Grey,4.0,2435.0,5.0,263.0,Front,No,Green,Full leather,142.0,9.716120218579237,21.0,Enhanced,Advanced,Advanced
Volvo C70,13999.0, Convertible,No,37407.0,Manual,Benzine,Silver,4.0,1984.0,5.0,230.0,Front,Yes,No sticker,Full leather,120.0,9.7,21.0,Enhanced,Advanced,Advanced
Volvo C70,6290.0, Convertible,No,203000.0,Manual,Benzine,Silver,4.0,1984.0,5.0,230.0,Front,Yes,No sticker,Part leather,120.0,9.7,21.0,Enhanced,Enhanced,Basic
Volvo C70,11950.0, Convertible,No,57226.0,Automatic,Benzine,Red,4.0,1984.0,5.0,253.0,Front,No,Green,Full leather,120.0,10.6,21.0,Enhanced,Advanced,Basic
Volvo C70,2700.0, Convertible,No,189357.0,Manual,Benzine,Silver,4.0,1984.0,5.0,230.0,Front,Yes,Green,Full leather,120.0,9.7,21.0,Enhanced,Basic,Basic
Volvo C70,7750.0, Coupe,No,84392.0,Automatic,Benzine,Red,4.0,1984.0,5.0,253.0,Front,No,Green,Full leather,120.0,10.26785714285714,21.0,Enhanced,Advanced,Basic
Volvo C70,6999.0, Coupe,No,139000.0,Manual,Benzine,Green,4.0,1984.0,5.0,230.0,Front,No,Green,Full leather,120.0,9.7,21.0,Enhanced,Basic,Advanced
Volvo C70,6940.0, Coupe,No,182842.0,Automatic,Benzine,Violet,4.0,2435.0,5.0,242.0,Front,No,No sticker,Full leather,142.0,10.1,21.0,Enhanced,Advanced,Advanced
Volvo C70,7400.0, Coupe,No,219000.0,Manual,LPG,Blue,4.0,2435.0,5.0,218.0,Front,Yes,No sticker,Part leather,142.0,9.9,21.0,Advanced,Advanced,Advanced
Volvo S60,3900.0, Sedan,No,163463.0,Manual,Benzine,Black,5.0,2435.0,8.0,201.0,Front,No,Green,Full leather,104.0,8.4,21.0,Enhanced,Advanced,Advanced
Volvo S60,2450.0, Sedan,No,210090.0,Manual,Benzine,Blue,5.0,2435.0,5.0,201.0,Front,No,Green,Full leather,103.0,8.4,21.0,Enhanced,Advanced,Advanced
Volvo S80,3450.0, Sedan,No,301784.0,Manual,Benzine,Blue,5.0,2435.0,5.0,205.0,Front,No,Green,Full leather,104.0,8.6,21.0,Enhanced,Advanced,Advanced
Volvo V70,4790.0, Station wagon,No,201000.0,Manual,Benzine,Grey,5.0,2435.0,5.0,221.0,Front,No,Green,Full leather,125.0,9.3,21.0,Basic,Basic,Basic
Volvo V70,3750.0, Station wagon,No,330952.0,Manual,Benzine,Grey,5.0,2319.0,5.0,225.0,Front,No,Green,Cloth,184.0,9.4,21.0,Enhanced,Advanced,Basic
Volvo V70,3450.0, Station wagon,No,365058.0,Manual,Benzine,Beige,5.0,2435.0,5.0,251.0,4WD,No,Green,Part leather,147.0,10.5,21.0,Enhanced,Advanced,Basic
Fiat Brava,1100.0, Compact,Yes,147946.0,Manual,Benzine,Beige,5.0,1242.0,5.0,112.0,Front,No,No sticker,Part leather,60.0,6.8,22.0,Basic,Basic,Advanced
Fiat Bravo,5900.0, Coupe,No,160000.0,Manual,Benzine,Blue,5.0,1998.0,5.0,183.0,Front,Yes,Green,Full leather,113.0,9.4,22.0,Enhanced,Advanced,Advanced
Fiat Coupe,17000.0, Coupe,No,86246.0,Manual,Benzine,Green,4.0,1998.0,5.0,240.0,Front,No,Green,Full leather,162.0,10.1,22.0,Enhanced,Advanced,Advanced
Fiat Coupe,11950.0, Coupe,No,215025.0,Manual,Benzine,Black,4.0,1998.0,5.0,240.0,Front,No,Green,Full leather,162.0,9.390654205607476,22.0,Enhanced,Advanced,Advanced
Fiat Coupe,7900.0, Coupe,Yes,95000.0,Manual,Benzine,Silver,4.0,1747.0,5.0,151.0,Front,No,Green,Full leather,96.0,8.1,22.0,Enhanced,Advanced,Advanced
Fiat Coupe,3500.0, Coupe,No,156000.0,Manual,Benzine,Blue,4.0,1747.0,5.0,205.0,Front,No,Green,Full leather,96.0,8.6,22.0,Basic,Advanced,Advanced
Fiat Coupe,23000.0, Coupe,No,131000.0,Manual,Benzine,Blue,4.0,1998.0,5.0,183.0,Front,Yes,No sticker,Full leather,162.0,10.1,22.0,Enhanced,Advanced,Advanced
Fiat Coupe,15000.0, Coupe,No,133000.0,Manual,Benzine,Green,4.0,1998.0,6.0,183.0,Front,No,No sticker,Cloth,162.0,10.1,22.0,Enhanced,Basic,Advanced
Fiat Coupe,17500.0, Coupe,No,58000.0,Manual,Benzine,Silver,4.0,1998.0,5.0,240.0,Front,No,Green,Cloth,162.0,10.1,22.0,Enhanced,Advanced,Advanced
Fiat Coupe,2500.0, Coupe,No,235300.0,Manual,Benzine,Green,4.0,1747.0,5.0,205.0,Front,No,No sticker,Velour,96.0,8.6,22.0,Enhanced,Basic,Advanced
Fiat Coupe,20000.0, Coupe,No,84000.0,Manual,Benzine,Silver,4.0,1998.0,5.0,183.0,Front,No,Green,Full leather,162.0,10.1,22.0,Enhanced,Advanced,Advanced
Fiat Coupe,27000.0, Coupe,No,200000.0,Manual,Benzine,Green,4.0,1998.0,6.0,183.0,Front,Yes,Green,Full leather,162.0,9.95,22.0,Enhanced,Advanced,Advanced
Fiat Coupe,2500.0, Coupe,No,235300.0,Manual,Benzine,Green,4.0,1747.0,5.0,205.0,Front,No,Green,Full leather,96.0,8.6,22.0,Enhanced,Basic,Advanced
Fiat Coupe,5200.0, Coupe,No,197800.0,Manual,Benzine,Red,4.0,1747.0,5.0,204.0,Front,No,No sticker,Full leather,96.0,8.6,22.0,Enhanced,Basic,Advanced
Fiat Coupe,8970.0, Coupe,Yes,122634.0,Manual,Benzine,Blue,4.0,1998.0,6.0,183.0,Front,Yes,Green,Part leather,141.0,10.1,22.0,Enhanced,Advanced,Advanced
Fiat Coupe,4900.0, Coupe,No,140000.0,Manual,Benzine,Grey,4.0,1998.0,5.0,183.0,Front,No,Green,Full leather,113.0,9.8,22.0,Enhanced,Basic,Advanced
Fiat Coupe,9400.0, Coupe,No,66000.0,Manual,Benzine,Blue,4.0,1747.0,5.0,151.0,Front,No,Green,Full leather,96.0,8.6,22.0,Enhanced,Advanced,Advanced
Fiat Coupe,5000.0, Coupe,No,160000.0,Manual,Benzine,Blue,4.0,1747.0,5.0,151.0,Front,Yes,Green,Full leather,96.0,8.6,22.0,Enhanced,Basic,Advanced
Fiat Coupe,6900.0, Coupe,No,173000.0,Manual,Benzine,Silver,4.0,1747.0,5.0,151.0,Front,No,Green,Part leather,96.0,8.6,22.0,Enhanced,Advanced,Advanced
Hyundai Atos,2300.0, Compact,No,72000.0,Manual,Benzine,Grey,5.0,999.0,5.0,108.0,Front,No,No sticker,Cloth,40.0,6.1,22.0,Enhanced,Basic,Advanced
Hyundai Coupe,3000.0, Coupe,No,140000.0,Manual,Benzine,Red,4.0,1975.0,5.0,196.0,Front,No,Green,Cloth,102.0,8.8,22.0,Basic,Advanced,Advanced
Hyundai Coupe,2900.0, Coupe,No,132000.0,Manual,Benzine,Silver,4.0,1599.0,5.0,183.0,Front,Yes,Green,Full leather,85.0,9.1,22.0,Basic,Advanced,Advanced
Hyundai Coupe,999.0, Coupe,No,161440.0,Manual,Benzine,Green,4.0,2000.0,5.0,209.0,Front,No,No sticker,Cloth,102.0,8.8,22.0,Advanced,Enhanced,Advanced
Hyundai Lantra,750.0, Station wagon,No,161000.0,Manual,Benzine,Red,5.0,1975.0,5.0,196.0,Front,Yes,Green,Full leather,102.0,7.5,22.0,Enhanced,Advanced,Advanced
Mercedes-Benz CLK 230,8500.0, Convertible,No,121000.0,Automatic,Benzine,Blue,4.0,2295.0,6.0,89.0,Rear,Yes,No sticker,Cloth,145.0,9.6,22.0,Advanced,Advanced,Advanced
Mercedes-Benz S 500,13980.0, Sedan,No,76100.0,Automatic,Benzine,Black,5.0,4966.0,7.0,335.0,4WD,Yes,Green,Part leather,225.0,8.586596557619487,22.0,Basic,Advanced,Advanced
Mercedes-Benz SL 500,25480.0, Convertible,No,123000.0,Automatic,Benzine,Grey,2.0,4966.0,5.0,210.0,Rear,No,Green,Cloth,225.0,12.7,22.0,Enhanced,Advanced,Advanced
Mercedes-Benz SLK 200,5990.0, Convertible,No,76633.0,Manual,Benzine,Silver,2.0,1998.0,6.0,217.0,Rear,Yes,No sticker,Full leather,100.0,9.1,22.0,Enhanced,Basic,Advanced
Mercedes-Benz SLK 200 Roadster,10650.0, Convertible,Yes,51500.0,Manual,Benzine,Silver,2.0,1998.0,6.0,237.0,Rear,Yes,Green,Cloth,120.0,9.9,22.0,Enhanced,Advanced,Advanced
Nissan 200 SX,24890.0, Coupe,No,154637.0,Manual,Benzine,Red,2.0,1998.0,5.0,183.0,Rear,Yes,Green,Cloth,191.0,8.7,22.0,Advanced,Advanced,Advanced
Nissan 200 SX,32000.0, Coupe,No,170000.0,Manual,Benzine,Yellow,4.0,1998.0,5.0,183.0,Rear,No,Green,Full leather,185.0,9.7,22.0,Enhanced,Basic,Advanced
Nissan Almera,1500.0, Sedan,Yes,370308.0,Manual,Benzine,Red,5.0,1500.0,5.0,120.0,Front,No,Green,Cloth,66.0,6.933333333333333,22.0,Basic,Basic,Advanced
Nissan Silvia,34990.0, Coupe,No,169000.0,Manual,Benzine,White,4.0,1998.0,6.0,183.0,Rear,Yes,Green,Full leather,184.0,6.698558569649904,22.0,Enhanced,Advanced,Advanced
Nissan Silvia,19950.0, Coupe,No,191600.0,Manual,Benzine,Blue,4.0,1998.0,5.0,0.0,Rear,No,Green,Cloth,121.0,6.698558569649904,22.0,Enhanced,Advanced,Advanced
Nissan Skyline,36000.0, Coupe,No,152000.0,Automatic,Benzine,Red,4.0,2500.0,4.0,202.0,Rear,Yes,Green,Cloth,206.0,6.698558569649904,22.0,Basic,Advanced,Advanced
Nissan Skyline,58000.0, Coupe,No,87473.0,Manual,Benzine,Silver,4.0,2500.0,5.0,202.0,Rear,No,Green,Cloth,184.0,6.698558569649904,22.0,Basic,Basic,Advanced
Nissan Stagea,21990.0, Station wagon,No,138000.0,Manual,Benzine,Yellow,5.0,2500.0,5.0,148.0,4WD,Yes,Green,Cloth,206.0,6.698558569649904,22.0,Basic,Advanced,Advanced
Opel Astra,2150.0, Coupe,No,237737.0,Manual,Benzine,Silver,4.0,2198.0,5.0,200.0,Front,No,No sticker,Cloth,108.0,8.6,22.0,Enhanced,Advanced,Basic
Opel Astra,2150.0, Coupe,No,237737.0,Manual,Benzine,Silver,4.0,2198.0,5.0,200.0,Front,No,No sticker,Full leather,108.0,8.6,22.0,Enhanced,Advanced,Basic
Opel Astra,2150.0, Coupe,No,237737.0,Manual,Benzine,Silver,4.0,2198.0,5.0,200.0,Front,No,Green,Velour,108.0,8.6,22.0,Enhanced,Advanced,Basic
Opel Astra,2150.0, Coupe,No,237737.0,Manual,Benzine,Silver,4.0,2198.0,5.0,200.0,Front,No,Green,Cloth,108.0,8.6,22.0,Enhanced,Advanced,Basic
Opel Astra,2150.0, Coupe,No,237737.0,Manual,Benzine,Silver,4.0,2198.0,5.0,200.0,Front,No,Green,Cloth,108.0,8.6,22.0,Enhanced,Advanced,Basic
Opel Astra,5800.0, Coupe,No,153732.0,Manual,Benzine,Orange,5.0,1998.0,5.0,214.0,Front,Yes,Green,Cloth,140.0,8.6,22.0,Enhanced,Advanced,Advanced
Opel Astra,700.0, Coupe,No,226000.0,Manual,Benzine,Black,5.0,1796.0,5.0,182.0,Front,No,Green,Cloth,85.0,7.6,22.0,Enhanced,Advanced,Basic
Opel Astra,1750.0, Coupe,No,238148.0,Manual,Benzine,Green,5.0,1796.0,5.0,182.0,Front,Yes,No sticker,Cloth,92.0,7.6,22.0,Advanced,Advanced,Advanced
Opel Astra,1499.0, Coupe,No,256028.0,Manual,Benzine,Black,4.0,1796.0,5.0,176.0,Front,No,Green,Cloth,92.0,7.374085365853658,22.0,Basic,Advanced,Advanced
Opel Astra,4999.0, Coupe,No,129474.0,Manual,Benzine,Silver,5.0,1598.0,5.0,148.0,Front,Yes,Green,Cloth,118.0,7.374085365853658,22.0,Enhanced,Basic,Basic
Opel Astra,3490.0, Coupe,No,154000.0,Manual,Benzine,Yellow,4.0,1796.0,6.0,195.0,Front,No,Green,Other,92.0,8.1,22.0,Enhanced,Enhanced,Advanced
Opel Astra,1300.0, Coupe,No,170000.0,Manual,Benzine,Silver,5.0,1796.0,5.0,182.0,Front,No,No sticker,Cloth,85.0,7.6,22.0,Basic,Advanced,Advanced
Opel Astra,1500.0, Coupe,No,153500.0,Manual,Benzine,Silver,5.0,1389.0,6.0,145.0,Front,No,Green,Cloth,66.0,7.1,22.0,Enhanced,Advanced,Basic
Opel Astra,999.0, Station wagon,No,166900.0,Manual,Benzine,Black,5.0,1598.0,5.0,0.0,Front,No,Green,Cloth,55.0,5.142105263157895,22.0,Basic,Basic,Advanced
Opel Corsa,4800.0, Compact,No,25000.0,Automatic,Benzine,Black,5.0,1389.0,5.0,145.0,Front,No,Green,Part leather,66.0,7.4,22.0,Basic,Enhanced,Advanced
Opel Frontera,4990.0, Off-Road/Pick-up,Yes,266871.0,Manual,Diesel,Grey,5.0,2171.0,5.0,124.0,4WD,No,Green,Cloth,84.0,9.1,22.0,Enhanced,Basic,Advanced
Opel Tigra,8985.0, Coupe,No,41900.0,Automatic,Benzine,Blue,4.0,1389.0,4.0,0.0,Front,Yes,Green,Cloth,66.0,7.138461538461537,22.0,Enhanced,Enhanced,Advanced
Opel Tigra,2000.0, Coupe,No,140000.0,Manual,Benzine,Green,4.0,1598.0,5.0,180.0,Front,No,Green,Cloth,78.0,7.7,22.0,Enhanced,Basic,Advanced
Peugeot 106,1245.0, Compact,No,158499.0,Manual,Benzine,Grey,5.0,1124.0,5.0,145.0,Front,No,Green,Cloth,44.0,6.1,22.0,Basic,Basic,Advanced
Peugeot 106,7750.0, Coupe,No,218000.0,Manual,Benzine,Black,5.0,1600.0,5.0,201.0,Front,No,Green,Part leather,88.0,6.133333333333333,22.0,Basic,Advanced,Advanced
Peugeot 206,1199.0, Compact,No,212273.0,Manual,Benzine,Blue,5.0,1360.0,5.0,162.0,Front,No,Green,Cloth,55.0,6.3,22.0,Basic,Basic,Advanced
Peugeot 206,2499.0, Compact,Yes,110842.0,Manual,Benzine,Silver,5.0,1360.0,5.0,145.0,Front,No,Green,Cloth,55.0,8.9,22.0,Enhanced,Enhanced,Advanced
Peugeot 206,12500.0, Coupe,No,119000.0,Manual,Benzine,White,5.0,1997.0,5.0,191.0,Front,No,Green,Other,99.0,7.9,22.0,Enhanced,Advanced,Advanced
Peugeot 306,2499.0, Convertible,No,80000.0,Manual,Benzine,Blue,4.0,1998.0,5.0,183.0,Front,No,Green,Cloth,97.0,7.899999999999999,22.0,Basic,Basic,Advanced
Peugeot 406,2900.0, Coupe,No,127000.0,Manual,Benzine,Silver,4.0,1998.0,5.0,183.0,Front,No,Green,Cloth,97.0,9.4,22.0,Enhanced,Basic,Advanced
Peugeot 406,3499.0, Coupe,No,141808.0,Manual,Benzine,Grey,4.0,1997.0,5.0,191.0,Front,No,Green,Cloth,99.0,8.3,22.0,Enhanced,Advanced,Advanced
Peugeot 406 V6,2750.0, Coupe,No,198000.0,Manual,Benzine,Grey,4.0,2946.0,5.0,238.0,Front,No,Green,Cloth,152.0,10.85,22.0,Enhanced,Advanced,Advanced
Peugeot 406 V6,6950.0, Coupe,Yes,201531.0,Automatic,Benzine,Grey,4.0,2946.0,5.0,248.0,Front,No,No sticker,Cloth,152.0,10.4,22.0,Enhanced,Advanced,Advanced
Renault Clio,9200.0, Sedan,No,189557.0,Manual,Benzine,Silver,5.0,1998.0,5.0,194.0,Front,Yes,No sticker,Full leather,124.0,8.1,22.0,Enhanced,Basic,Advanced
Renault Clio V6,39900.0, Sedan,No,15735.0,Manual,Benzine,Black,5.0,2998.0,5.0,167.0,Rear,No,Green,Cloth,185.0,7.9,22.0,Enhanced,Basic,Advanced
Renault Megane,1750.0, Convertible,No,174000.0,Manual,Benzine,Black,4.0,1598.0,5.0,165.0,Front,Yes,Green,Cloth,79.0,7.550000000000001,22.0,Basic,Advanced,Advanced
Renault Megane,800.0, Convertible,No,201820.0,Manual,Benzine,Blue,4.0,1598.0,6.0,165.0,Front,Yes,Green,Full leather,79.0,7.550000000000001,22.0,Enhanced,Enhanced,Advanced
Renault Megane,999.0, Convertible,No,165272.0,Manual,Benzine,Red,4.0,1598.0,6.0,165.0,Front,No,Green,alcantara,79.0,7.2,22.0,Enhanced,Advanced,Basic
Renault Megane,888.0, Convertible,No,147256.0,Manual,Benzine,Yellow,4.0,1998.0,5.0,181.0,Front,No,Green,Cloth,103.0,7.6,22.0,Basic,Enhanced,Advanced
Renault Megane,600.0, Convertible,No,146347.0,Manual,Benzine,Red,4.0,1598.0,5.0,165.0,Front,Yes,Green,Full leather,79.0,7.550000000000001,22.0,Enhanced,Advanced,Advanced
Renault Megane,1875.0, Convertible,No,140000.0,Manual,Benzine,Grey,4.0,1598.0,5.0,165.0,Front,No,Green,Full leather,79.0,7.550000000000001,22.0,Enhanced,Enhanced,Advanced
Renault Megane,4000.0, Convertible,No,188567.0,Manual,LPG,Blue,4.0,1390.0,5.0,148.0,Front,No,Green,Full leather,70.0,6.6,22.0,Advanced,Basic,Advanced
Renault Megane,3200.0, Convertible,No,212000.0,Manual,Benzine,Grey,4.0,1598.0,5.0,165.0,Front,No,Green,Full leather,79.0,7.550000000000001,22.0,Enhanced,Basic,Advanced
Renault Megane,1950.0, Coupe,No,151773.0,Manual,Benzine,Grey,4.0,1598.0,6.0,148.0,Front,No,Green,Full leather,79.0,7.520714285714287,22.0,Basic,Enhanced,Advanced
Renault Megane,1000.0, Coupe,No,200000.0,Manual,Benzine,Blue,4.0,1598.0,5.0,162.0,Front,No,Green,Full leather,79.0,6.9,22.0,Enhanced,Basic,Advanced
SEAT Arosa,1750.0, Compact,No,245080.0,Manual,Benzine,Grey,4.0,1390.0,5.0,146.0,Front,No,Green,Cloth,44.0,6.1,22.0,Basic,Basic,Advanced
SEAT Ibiza,4600.0, Compact,No,182561.0,Manual,Benzine,Grey,5.0,1781.0,5.0,189.0,Front,No,Green,Other,169.0,7.9,22.0,Enhanced,Enhanced,Advanced
SEAT Ibiza,1250.0, Coupe,No,16500.0,Manual,Benzine,Bronze,5.0,1595.0,5.0,133.0,Front,No,Green,Cloth,74.0,7.8,22.0,Enhanced,Basic,Advanced
Skoda Octavia,1999.0, Compact,Yes,281000.0,Manual,Diesel,Grey,5.0,1896.0,6.0,132.0,Front,No,No sticker,Part leather,81.0,5.35,22.0,Enhanced,Advanced,Enhanced
Toyota Aristo,24200.0, Sedan,No,67600.0,Automatic,Benzine,Blue,5.0,3000.0,4.0,216.0,Rear,No,No sticker,Cloth,206.0,6.698558569649904,22.0,Basic,Basic,Advanced
Toyota Celica,7940.0, Coupe,No,158660.0,Manual,Benzine,Blue,4.0,1794.0,6.0,185.0,Front,No,No sticker,Full leather,105.0,7.7,22.0,Enhanced,Basic,Advanced
Toyota Celica,7900.0, Coupe,No,160000.0,Manual,Benzine,Grey,4.0,1796.0,6.0,199.0,Front,Yes,Green,Part leather,141.0,8.4,22.0,Enhanced,Advanced,Advanced
Toyota Celica,17000.0, Coupe,No,7000.0,Manual,Benzine,Red,4.0,1800.0,6.0,582.0,Front,No,Green,Cloth,105.0,8.504347826086958,22.0,Basic,Basic,Advanced
Toyota Celica,12000.0, Coupe,No,152800.0,Manual,Benzine,Orange,5.0,1794.0,6.0,173.0,Front,Yes,No sticker,Cloth,105.0,7.7,22.0,Advanced,Advanced,Advanced
Toyota Celica,3999.0, Coupe,No,266022.0,Manual,Benzine,Silver,4.0,1794.0,6.0,185.0,Front,Yes,Green,Cloth,105.0,7.7,22.0,Enhanced,Advanced,Advanced
Toyota MR 2,14990.0, Convertible,No,77597.0,Manual,Benzine,Yellow,2.0,1794.0,5.0,173.0,Rear,Yes,Green,Full leather,103.0,7.6,22.0,Advanced,Advanced,Advanced
Toyota MR 2,18500.0, Convertible,No,18402.0,Manual,Benzine,Silver,2.0,1794.0,5.0,173.0,Rear,Yes,Green,Full leather,103.0,7.6,22.0,Enhanced,Enhanced,Advanced
Toyota MR 2,14980.0, Convertible,No,152500.0,Manual,Benzine,Black,2.0,1794.0,5.0,173.0,Rear,Yes,No sticker,Full leather,103.0,7.441025641025639,22.0,Basic,Advanced,Advanced
Toyota MR 2,12500.0, Convertible,No,125000.0,Manual,Benzine,Grey,2.0,1794.0,5.0,173.0,Rear,Yes,No sticker,Full leather,103.0,7.4,22.0,Basic,Basic,Advanced
Toyota MR 2,9450.0, Convertible,Yes,100000.0,Manual,Benzine,Silver,2.0,1794.0,5.0,173.0,Rear,No,Green,Cloth,103.0,7.6,22.0,Enhanced,Enhanced,Advanced
Toyota MR 2,8500.0, Convertible,No,94502.0,Manual,Benzine,Black,2.0,1794.0,5.0,173.0,Rear,No,No sticker,Full leather,103.0,7.441025641025639,22.0,Basic,Basic,Advanced
Toyota MR 2,15900.0, Convertible,Yes,57510.0,Manual,Benzine,Red,2.0,1794.0,5.0,178.0,Rear,No,No sticker,Full leather,104.0,7.4,22.0,Basic,Advanced,Advanced
Toyota MR 2,8000.0, Convertible,No,197832.0,Manual,Benzine,White,2.0,1794.0,5.0,178.0,Rear,Yes,Green,Part leather,103.0,7.4,22.0,Basic,Enhanced,Advanced
Toyota MR 2,12990.0, Convertible,Yes,99970.0,Manual,Benzine,Red,2.0,1794.0,5.0,178.0,Rear,Yes,Green,Full leather,103.0,7.4,22.0,Advanced,Basic,Enhanced
Toyota MR 2,9800.0, Convertible,Yes,77000.0,Manual,Benzine,Black,2.0,1794.0,5.0,103.0,Rear,Yes,Green,Full leather,103.0,7.6,22.0,Enhanced,Advanced,Advanced
Toyota MR 2,15949.0, Convertible,Yes,60822.0,Manual,Benzine,Red,2.0,1794.0,5.0,178.0,Rear,No,No sticker,Full leather,103.0,7.4,22.0,Basic,Advanced,Advanced
Toyota MR 2,14500.0, Convertible,No,69706.0,Manual,Benzine,Grey,2.0,1794.0,5.0,178.0,Rear,No,Green,Full leather,104.0,7.4,22.0,Basic,Enhanced,Advanced
Toyota MR 2,6500.0, Convertible,No,201000.0,Manual,Benzine,Black,2.0,1794.0,5.0,178.0,Rear,No,Green,Full leather,103.0,7.4,22.0,Basic,Basic,Advanced
Toyota MR 2,12995.0, Convertible,No,45106.0,Manual,Benzine,Blue,2.0,1794.0,5.0,178.0,Rear,No,No sticker,Full leather,104.0,7.4,22.0,Basic,Basic,Advanced
Toyota MR 2,16950.0, Convertible,No,76640.0,Manual,Benzine,Red,2.0,1794.0,5.0,173.0,Rear,No,No sticker,Full leather,103.0,7.441025641025639,22.0,Basic,Enhanced,Advanced
Toyota MR 2 Roadster,7400.0, Convertible,No,99000.0,Manual,Benzine,Black,2.0,1794.0,5.0,178.0,Rear,No,Green,Full leather,103.0,7.4,22.0,Basic,Basic,Basic
Toyota MR 2 Roadster,12950.0, Convertible,No,95125.0,Manual,Benzine,Silver,2.0,1794.0,5.0,178.0,Rear,Yes,No sticker,Full leather,103.0,7.4,22.0,Enhanced,Basic,Advanced
Toyota MR 2 Roadster,15300.0, Convertible,No,156500.0,Manual,Benzine,Black,2.0,1794.0,5.0,178.0,Rear,Yes,Green,Full leather,103.0,7.4,22.0,Basic,Advanced,Advanced
Toyota MR 2 Roadster,8200.0, Convertible,No,118943.0,Manual,Benzine,Blue,2.0,1794.0,5.0,178.0,Rear,No,No sticker,Full leather,103.0,7.4,22.0,Basic,Basic,Advanced
Toyota MR 2 Roadster,6500.0, Convertible,No,146570.0,Manual,Benzine,Silver,2.0,1794.0,5.0,178.0,Rear,No,No sticker,Part leather,103.0,7.4,22.0,Basic,Basic,Basic
Toyota MR 2 Roadster,14800.0, Convertible,No,66000.0,Manual,Benzine,Red,2.0,1794.0,5.0,178.0,Rear,Yes,Green,Full leather,103.0,7.4,22.0,Basic,Basic,Basic
Toyota MR 2 Roadster,8250.0, Convertible,No,75000.0,Manual,Benzine,Silver,2.0,1794.0,5.0,178.0,Rear,Yes,Green,Full leather,103.0,7.4,22.0,Basic,Basic,Advanced
